1,50,-1.239144,0.250000,287.750000
2,50,-3.203884,0.250000,295.000000
3,50,-0.000000,1.000000,152.250000
4,50,-0.000000,1.000000,129.000000
5,50,-5.945770,0.750000,143.500000
6,50,-0.000000,1.000000,181.750000
7,50,-0.000000,0.000000,300.000000
8,50,-0.000000,1.000000,134.250000
1,50,-0.000000,0.000000,297.375000
2,50,-0.000000,0.000000,289.000000
3,50,-0.000000,1.000000,178.625000
4,50,-0.000000,1.000000,146.250000
5,50,-2.021993,0.250000,187.750000
6,50,-3.439986,0.375000,282.875000
7,50,-0.000000,0.000000,298.500000
8,50,-0.000000,1.000000,183.250000
9,50,-0.000000,0.000000,260.375000
10,50,-0.000000,0.000000,292.750000
11,50,-0.000000,1.000000,141.125000
12,50,-0.000000,0.000000,265.500000
13,50,-0.000000,0.000000,62.125000
14,50,5.233283,0.375000,102.375000
15,50,-0.000000,1.000000,181.875000
16,50,-3.442408,0.875000,266.750000
17,50,-0.000000,0.000000,264.375000
18,50,1.245155,0.875000,190.500000
19,50,-0.000000,1.000000,214.000000
20,50,-0.000000,0.000000,224.500000
21,50,-2.187129,0.875000,215.250000
22,50,-0.000000,0.000000,290.500000
23,50,-0.000000,0.000000,300.000000
24,50,-7.019112,0.625000,254.000000
25,50,-0.000000,1.000000,231.875000
26,50,-2.538951,0.875000,161.750000
27,50,-2.659478,0.375000,152.250000
28,50,-0.813152,0.875000,120.625000
29,50,-0.000000,0.000000,249.625000
30,50,-0.000000,1.000000,281.000000
31,50,-0.000000,1.000000,165.375000
32,50,0.653588,0.625000,194.000000
33,50,-1.363114,0.500000,246.750000
34,50,-0.000000,1.000000,139.750000
35,50,-0.000000,1.000000,150.250000
36,50,5.406307,0.250000,263.125000
37,50,-0.000000,1.000000,128.500000
38,50,-0.000000,1.000000,67.625000
39,50,-0.000000,0.000000,230.250000
40,50,-0.000000,1.000000,208.375000
41,50,-0.000000,1.000000,231.125000
42,50,1.737221,0.125000,125.250000
43,50,3.604000,0.875000,233.250000
44,50,-0.000000,0.000000,161.875000
45,50,-0.000000,1.000000,134.000000
46,50,-0.000000,1.000000,122.375000
47,50,-0.000000,0.000000,267.250000
48,50,-0.000000,1.000000,213.500000
49,50,-0.000000,0.000000,292.125000
50,50,0.125882,0.500000,160.125000
